"","X.1","id_manz","P","D","L","X","Y","X1_FR_A","X2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1","DenPredicted","LogDenPredicted"
"1738",4078,"289-7",1,7,"24",226632.300681111,8180593.92727822,3,4,5,7,9,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0307035586401871,3.48337671448832
"1739",4079,"289-8",1,8,"16",229695.365064483,8181347.87853469,6,7,7,5,29,27,26,19,0,0,0,0,0,29,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0472199266381734,3.05293930094365
"1740",4081,"2-9",1,9,"4",198667.591296,8173073.973435,NA,9,9,3,6,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.9.4",TRUE,FALSE,0.00239004464252008,6.03644323433447
"1741",4085,"290-13",1,13,"105",235420.674284857,8184243.34131829,NA,NA,11,1,15,11,11,1,0,0,0,0,0,21,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0207223626914621,3.87654183858101
"1742",4086,"290-18",1,18,"14",223510.1758155,8182664.135458,5,5,6,6,4,4,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0266081007207239,3.6265395711838
"1743",4088,"290-24",1,24,"8",223706.399836857,8180501.50541979,4,5,5,7,12,12,10,9,1,2,1,9,1,14,2,3,6,1,9,10,1,5,2,FALSE,TRUE,TRUE,TRUE,"1.24.8",TRUE,TRUE,0.269678000312233,1.31052662312301
"1744",4089,"290-25",1,25,"14",230276.809912,8178303.20814075,6,6,7,5,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00357431190534481,5.63398259539109
"1745",4091,"290-7",1,7,"24",226594.722209731,8180548.28520446,3,4,5,7,26,26,26,7,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0678524971233616,2.69041908979173
"1746",4092,"290-8",1,8,"16",229650.973521789,8181470.13647618,NA,7,7,5,36,33,34,18,0,0,0,0,0,38,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0660425387917598,2.71745621742625
"1747",4100,"291-13",1,13,"105",235428.0410869,8184194.02466995,NA,NA,11,1,12,11,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,8,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0227584296429487,3.78281966845987
"1748",4101,"291-18",1,18,"14",223665.456892375,8182575.89036237,5,5,6,6,4,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,4,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0158240350967978,4.14622528615696
"1749",4103,"291-24",1,24,"8",223753.437542111,8180495.90370744,4,5,5,7,9,9,9,8,0,1,0,2,0,9,0,1,4,0,2,2,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.8",TRUE,FALSE,0.242724899982565,1.41582657578672
"1750",4104,"291-25",1,25,"14",230305.59091,8178322.35605167,6,6.08333333333333,7,5,11,10,9,8,0,0,0,0,0,12,0,0,0,0,0,0,0,6.08333333333333,1,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.0213270023544037,3.84778129297124
"1751",4107,"291-7",1,7,"24",226549.4352085,8180563.53720224,NA,4,5,7,33,31,30,7,0,0,0,0,0,34,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0701125808441557,2.65765303108497
"1752",4108,"29-18",1,18,"1",223610.947220875,8180789.76326562,4,5,5,7,8,8,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE,0.0588257573172497,2.83317547038019
"1753",4109,"291-8",1,8,"16",229698.193964216,8181489.80796854,6,7,7,5,37,37,36,18,0,0,0,0,0,37,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0450322844221677,3.10037561483912
"1754",4114,"292-13",1,13,"105",235430.938043409,8184144.29834414,NA,NA,11,1,19,17,17,7,0,0,0,0,0,22,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0244603482628559,3.71070191076822
"1755",4115,"292-18",1,18,"14",223718.254093375,8182636.39767325,5,5.125,6,6,4,4,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.125,4,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0158240350967978,4.14622528615696
"1756",4117,"292-24",1,24,"8",223795.694982643,8180516.95802664,4,NA,5,7,14,14,11,10,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.254622337308752,1.3679738617947
"1757",4118,"292-25",1,25,"14",230372.262458167,8178308.62383917,6,6,7,5,12,12,12,6,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.013707427439382,4.28981744419765
"1758",4119,"29-23",1,23,"1",218574.46354,8182254.328957,5,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE,0.0441573545156731,3.11999578560866
"1759",4121,"29-24",1,24,"1",223217.488037091,8179621.56779191,4,5,5,7,11,11,6,1,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE,0.143327204680487,1.9426251179199
"1760",4122,"29-25",1,25,"1",228864.035993739,8181190.684035,5,6,6,6,22,20,19,0,0,0,0,0,0,23,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE,0.00773749261263541,4.86167759572013
"1761",4123,"292-7",1,7,"24",226495.177536267,8180501.38804633,3,4,5,7,15,15,13,2,0,0,0,2,0,15,0,0,0,0,2,2,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.24",TRUE,FALSE,0.0469907883567549,3.05780368889057
"1762",4129,"293-18",1,18,"14",223736.027462,8182568.67203433,5,5,6,6,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0153429785024548,4.17709733615055
"1763",4131,"293-24",1,24,"8",223846.22538975,8180544.37769583,4,5,5,7,12,12,11,8,1,7,0,3,0,12,1,9,14,0,4,6,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.8",TRUE,TRUE,0.240147881948542,1.42650037061229
"1764",4132,"293-25",1,25,"14",230359.023359429,8178279.93348729,6,6,7,5,7,7,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00348565014761192,5.65910069618285
"1765",4134,"293-7",1,7,"24",226500.2530957,8180387.0287099,3,4,5,7,10,10,10,4,0,1,1,3,3,10,0,1,1,1,3,3,3,4,0,FALSE,TRUE,TRUE,TRUE,"1.7.24",TRUE,FALSE,0.0588507403735866,2.83275086466533
"1766",4140,"294-13",1,13,"105",235541.1573688,8184156.5494462,NA,NA,11,1,15,13,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0108476021010864,4.52381122792893
"1767",4141,"294-18",1,18,"14",223715.799888667,8182520.05422967,5,5.33333333333333,6,6,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.33333333333333,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0145105995689023,4.23287589185756
"1768",4143,"294-24",1,24,"8",223884.149078,8180560.27919767,4,5,5,7,3,3,3,3,0,2,0,3,0,3,0,2,2,0,3,3,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.8",TRUE,FALSE,0.192491246866205,1.64770459711304
"1769",4144,"294-25",1,25,"14",230409.480386444,8178232.84222567,6,6,7,5,9,8,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00344432686239393,5.67102678914022
"1770",4146,"294-7",1,7,"24",226530.371136727,8180404.833089,3,4.09090909090909,5,7,9,7,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4.09090909090909,2,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0227009796037317,3.78534720107649
"1771",4147,"294-8",1,8,"16",229641.5243425,8181569.21112135,6,7,7,5,26,26,24,7,0,0,0,0,0,26,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0250673538719688,3.6861889219651
"1772",4148,"294-9",1,9,"24",196468.929975375,8173991.389238,NA,9,9,3,8,7,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.000678953666002209,7.29495767131684
"1773",4152,"295-13",1,13,"105",235537.5569452,8184205.5100424,NA,NA,11,1,17,17,14,10,0,0,0,0,0,20,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0311187119604992,3.46994596997263
"1774",4153,"295-18",1,18,"14",223700.95573775,8182438.69020975,NA,5.125,6,6,8,6,8,1,0,0,0,0,0,8,0,0,0,0,0,0,0,5.125,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.020555617030032,3.8846210405943
"1775",4155,"295-24",1,24,"8",223870.918800889,8180602.34285061,4,NA,5,7,16,13,13,9,1,3,0,0,0,18,1,4,7,0,0,0,0,5,2,FALSE,FALSE,TRUE,FALSE,"1.24.8",TRUE,TRUE,0.26718836385892,1.31980138670009
"1776",4156,"295-25",1,25,"14",230449.1683126,8178216.4691849,NA,6,7,5,9,7,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00463302886231491,5.37454444284225
"1777",4158,"295-7",1,7,"24",226609.524159686,8180478.08161557,3,4.02857142857143,5,7,34,34,34,12,0,0,0,0,0,35,0,0,0,0,0,0,0,4.02857142857143,1,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0891506138590277,2.41742804900934
"1778",4159,"295-8",1,8,"16",229739.198891147,8181695.58445879,6,7,7,5,34,32,30,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.00561429533642153,5.18243919529727
"1779",4160,"295-9",1,9,"24",196414.836246867,8173989.4555008,8,9,9,3,14,13,14,1,0,0,0,0,0,15,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.00266450427724847,5.92773725095627
"1780",4164,"296-13",1,13,"105",235533.328807524,8184254.23907805,NA,NA,11,1,11,8,11,2,0,0,0,0,0,21,0,0,0,0,0,0,0,11,10,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0476146241251792,3.04461533540952
"1781",4165,"296-18",1,18,"14",223661.962934267,8182454.12533067,5,5,6,6,14,14,11,10,0,0,0,0,0,15,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0606127311014747,2.80325032378871
"1782",4167,"296-24",1,24,"8",223830.433710091,8180586.90640973,4,5,5,7,10,10,9,6,0,0,0,0,0,11,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.227798373333265,1.47929436876161
"1783",4168,"296-25",1,25,"14",230486.171287444,8178228.47313822,6,6,7,5,8,8,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.0046566613223,5.36945654206278
"1784",4170,"296-7",1,7,"24",226731.0335778,8180512.8929718,3,4.2,5,7,9,9,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.2,1,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0254107450812084,3.67258315971835
"1785",4171,"296-8",1,8,"16",229667.106167833,8181631.74667183,NA,7,7,5,23,20,23,9,0,0,0,0,0,24,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0380929686426384,3.26772556394293
"1786",4172,"296-9",1,9,"24",196319.129726091,8173992.07847332,8,9,9,3,21,19,18,1,0,0,0,0,0,22,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.00261328006537384,5.94714911664343
"1787",4173,"29-7",1,7,"6",226724.5927397,8179419.2396974,NA,4.1,5,7,8,6,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.1,2,FALSE,FALSE,FALSE,FALSE,"1.7.6",TRUE,FALSE,0.0228047412819267,3.78078681367885
"1788",4177,"297-13",1,13,"105",235527.2904315,8184306.88677005,NA,NA,11,1,16,12,8,0,0,0,0,0,0,22,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0143229491324113,4.24589219365261
"1789",4178,"297-18",1,18,"14",223652.1397705,8182505.26242275,5,5,6,6,2,2,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0244070843999166,3.71288184456584
"1790",4180,"297-24",1,24,"8",223788.1736481,8180577.8567746,4,5,5,7,10,10,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.198904502019264,1.61493045879182
"1791",4181,"297-25",1,25,"14",230531.63675675,8178236.71906338,6,6,7,5,8,8,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00346377706855103,5.66539564700679
"1792",4183,"297-7",1,7,"24",226716.887640313,8180458.11319625,3,4,5,7,15,15,12,5,0,0,0,0,0,16,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0628715260077388,2.76666190445071
"1793",4184,"297-8",1,8,"16",229658.087099258,8181683.62861655,6,7,7,5,31,30,31,14,0,0,0,0,0,31,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0385740716395992,3.25517494739713
"1794",4185,"297-9",1,9,"24",196319.414024458,8173942.18594483,8,9,9,3,24,22,22,0,0,0,0,0,0,24,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.000642775958558759,7.34971432592239
"1795",4186,"29-8",1,8,"5",231665.034057417,8179458.75645542,6.16666666666667,7,7,5,11,11,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.5",TRUE,FALSE,0.007995055226559,4.82893202508293
"1796",4190,"298-13",1,13,"105",235640.558213818,8184316.811722,NA,NA,11,1,10,7,8,0,0,0,0,0,0,22,0,0,0,0,0,0,0,11,12,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0438697311582888,3.12653069196756
"1797",4191,"298-18",1,18,"14",223668.178146714,8182539.42156486,5,5,6,6,5,5,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE,0.0238140105087273,3.73748119466967
"1798",4193,"298-24",1,24,"8",223744.8667792,8180566.8353217,4,5,5,7,9,9,7,6,0,0,0,0,0,10,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.228620293932712,1.47569275670292
"1799",4194,"298-25",1,25,"14",230577.557949,8178248.35679875,6,6,7,5,7,7,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00468292544315053,5.3638322696526
"1800",4196,"298-7",1,7,"24",226665.946794333,8180420.71968681,NA,4.09523809523809,5,7,21,19,18,8,0,0,0,0,0,21,0,0,0,0,0,0,0,4.09523809523809,0,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0718224352377525,2.6335583832437
"1801",4197,"298-8",1,8,"16",229644.287154559,8181728.54590762,6,7,7,5,32,27,32,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.009041010261438,4.70598435623828
"1802",4198,"298-9",1,9,"24",196320.17444932,8173892.35224008,NA,9,9,3,22,21,20,3,0,0,0,0,0,25,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.00854592205502893,4.76230106243975
"1803",4199,"29-9",1,9,"6",199221.985075091,8175020.88025691,8,9,9,3,9,9,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE,0.00235353809860341,6.05183550919232
"1804",4203,"299-13",1,13,"105",235640.0696838,8184265.9621114,NA,NA,11,1,14,11,12,2,0,0,0,0,0,20,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0257148576797591,3.66068633429287
"1805",4204,"299-18",1,18,"15",223716.323622667,8181771.37387133,5,5,6,6,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.15",TRUE,FALSE,0.0145105995689023,4.23287589185756
"1806",4206,"299-24",1,24,"8",223695.800051,8180559.63073308,4,5,5,7,12,12,11,6,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.221169479985174,1.50882599360392
"1807",4210,"299-8",1,8,"16",229578.653500525,8181663.19328768,NA,7,7,5,38,36,33,11,0,0,0,0,0,40,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE,0.0486925661994726,3.02222890531968
"1808",4211,"299-9",1,9,"24",196315.605760739,8173840.72697374,8,9,9,3,21,21,16,8,0,0,0,0,0,23,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.0126556642953449,4.36965039364486
"1809",4215,"300-13",1,13,"105",235648.07364595,8184217.51383235,NA,NA,11,1,15,14,12,2,0,0,0,0,0,20,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0207680632622589,3.87433889232397
"1810",4216,"300-18",1,18,"15",223726.509669,8181734.2348345,5,5,6,6,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.15",TRUE,FALSE,0.0143404535585635,4.24467081540126
"1811",4218,"300-24",1,24,"8",223599.437751158,8180536.55746958,4,5,5,7,19,18,15,11,0,1,0,2,0,19,0,1,1,0,2,2,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.8",TRUE,FALSE,0.258746467577571,1.35190658636987
"1812",4219,"300-25",1,25,"14",230701.553349444,8178253.63550922,6,6,7,5,9,9,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.0124525977411484,4.38582602392912
"1813",4221,"300-7",1,7,"24",226575.791081706,8180334.02780818,3,4.05882352941176,5,7,16,16,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4.05882352941176,1,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0247647773781059,3.69833290235824
"1814",4222,"300-8",1,8,"17",228549.688848737,8182222.36077947,6,7,7,5,16,16,13,5,1,7,0,0,0,19,1,7,7,0,0,0,0,7,3,FALSE,FALSE,TRUE,FALSE,"1.8.17",TRUE,TRUE,0.0354594796428063,3.3393646529275
"1815",4223,"300-9",1,9,"24",196312.034304909,8173795.37362173,NA,9,9,3,19,17,16,2,0,0,0,0,0,22,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.00699068685919229,4.96317646444628
"1816",4230,"301-13",1,13,"105",235652.1539344,8184166.15745585,NA,NA,11,1,14,13,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0143919929047456,4.24108327533391
"1817",4231,"301-18",1,18,"15",223728.279184143,8181680.59843971,5,5.14285714285714,6,6,7,7,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.14285714285714,0,FALSE,FALSE,FALSE,FALSE,"1.18.15",TRUE,FALSE,0.0139884839160617,4.2695208652935
"1818",4233,"301-24",1,24,"8",223616.210083,8180489.7607591,4,5,5,7,8,7,8,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.197687630602143,1.62106711726702
"1819",4234,"301-25",1,25,"14",230745.056972545,8178269.945577,6,6,7,5,8,5,8,1,0,0,0,0,0,11,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.0100222831003562,4.60294435495331
"1820",4237,"301-7",1,7,"24",226544.652105909,8180304.06426791,3,NA,5,7,10,10,9,1,0,0,0,0,0,11,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0363736989413442,3.31390932206572
"1821",4238,"30-18",1,18,"1",223629.6182928,8180802.0286738,4,5,5,7,5,4,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE,0.0548985975743443,2.90226747588684
"1822",4239,"301-8",1,8,"17",228583.7161182,8182258.3633537,6,7,7,5,10,10,10,7,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.17",TRUE,FALSE,0.0262715994316114,3.63926679279808
"1823",4240,"301-9",1,9,"24",196310.2060458,8173748.5939256,NA,9,9,3,10,8,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.24",TRUE,FALSE,0.000671690622496048,7.30571270664041
"1824",4244,"302-13",1,13,"105",235715.437043636,8184198.56079673,NA,NA,11,1,10,10,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,1,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0014664537181294,6.52490822945194
"1825",4245,"302-18",1,18,"15",223716.25102,8181598.9452766,5,5.8,6,6,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.8,4,FALSE,FALSE,FALSE,FALSE,"1.18.15",TRUE,FALSE,0.016166285750795,4.12482733179089
"1826",4247,"302-24",1,24,"8",223583.3954896,8180458.0072713,4,NA,5,7,9,7,4,1,0,0,0,0,0,10,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.8",TRUE,FALSE,0.130874457847549,2.03351675232113
"1827",4248,"302-25",1,25,"14",230786.450945,8178291.25814125,6,6,7,5,11,10,11,3,0,0,0,0,0,12,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.0121373583028394,4.41146711976121
"1828",4249,"30-23",1,23,"1",218617.5078715,8182334.347912,5,6,6,6,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE,0.0432485647027581,3.14079123221831
"1829",4251,"30-24",1,24,"1",223194.794741125,8179577.76636213,NA,5,5,7,6,6,5,4,0,0,0,3,0,8,0,0,0,0,3,3,0,5,2,FALSE,FALSE,TRUE,FALSE,"1.24.1",TRUE,FALSE,0.199400165060758,1.61244159366759
"1830",4252,"30-25",1,25,"1",228955.128269455,8181188.21079691,5,NA,6,6,10,9,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE,0.00802819171127007,4.82479596800556
"1831",4253,"302-7",1,7,"24",226637.950066875,8180268.5832945,3,4,5,7,16,16,14,2,1,9,6,8,7,16,1,12,25,6,8,8,7,4,0,TRUE,FALSE,TRUE,FALSE,"1.7.24",TRUE,TRUE,0.0468453963427401,3.06090253888812
"1832",4254,"302-8",1,8,"17",228621.215892963,8182242.69974011,6,7,7,5,25,25,24,1,0,0,0,0,0,27,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.17",TRUE,FALSE,0.0147521408672888,4.21636706318361
"1833",4259,"303-13",1,13,"105",235707.399315308,8184302.76050846,NA,NA,11,1,10,10,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE,0.0052499931380383,5.24952850941978
"1834",4260,"303-18",1,18,"15",223667.9192035,8181524.045145,5,5,6,6,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.15",TRUE,FALSE,0.0147328937293664,4.21767261638506
"1835",4263,"303-25",1,25,"14",230832.186217462,8178309.75998754,6,6,7,5,12,11,11,2,0,0,0,0,0,13,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.14",TRUE,FALSE,0.00988780246549925,4.616453355661
"1836",4265,"303-7",1,7,"24",226685.394656,8180317.15274593,3,4.07142857142857,5,7,14,14,14,5,0,3,0,0,0,14,0,3,4,0,0,0,0,4.07142857142857,0,FALSE,FALSE,FALSE,FALSE,"1.7.24",TRUE,FALSE,0.0623209893897653,2.77545700158666
"1837",4266,"303-8",1,8,"17",228649.109255111,8182218.87018589,6,7,7,5,8,7,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.17",TRUE,FALSE,0.00810743059405404,4.81497428052817
"1838",4271,"304-18",1,18,"15",223658.4445722,8181446.7916572,5,5.2,6,6,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.2,1,FALSE,FALSE,FALSE,FALSE,"1.18.15",TRUE,FALSE,0.0150178917295288,4.19851300671059
